,file_name,file_path,page_number,1st_token,1st_logprob,2nd_token,2nd_logprob,text
0,US9352308.pdf,/home/anatoly_kayda/Desktop/mipt/data/braskem/US/US9352308.pdf,1,NO,100.0, NO,0.0,"(12) United States Patent 
 Braganca et al. US0093.52308B2 
 US 9,352,308 B2 
 May 31, 2016 (10) Patent No.: 
 (45) Date of Patent: 
 (54) SOLID CATALYST COMPONENT FOR 
 POLYMERIZATION AND 
 COPOLYMERIZATION OF ETHYLENE AND 
 PROCESS FOR OBTAINING THE SAME 
 (75) Inventors: Antonio Luiz Duarte Braganca, Porrto 
 Alegre (BR); Marcia Silva Lacerda Miranda, Porto Alegre (BR); Leandro 
 dos Santos Silveira, Canoas (BR): Richard Faraco Amorim, Porto Alegre 
 (BR) 
 (73) Assignee: BRASKEM S.A., Camacari (BR) 
 (*) Notice: Subject to any disclaimer, the term of this patent is extended or adjusted under 35 
 U.S.C. 154(b) by 0 days. 
 (21) Appl. No.: 13/440,384 
 (22) Filed: Apr. 5, 2012 
 (65) Prior Publication Data 
 US 2012/O190805 A1 Jul. 26, 2012 
 Related U.S. Application Data 
 (63) Continuation-in-part of application No. 10/518,443, 
 filed as application No. PCT/BR02/00086 on Jun. 19, 
 2002, now abandoned. 
 (51) Int. Cl. 
 CSF 4/76 (2006.01) 
 CSF IO/02 (2006.01) 
 BOI.3L/02 (2006.01) 
 BOI.3L/2 (2006.01) 
 BOI 3/14 (2006.01) 
 BOI 3/32 (2006.01) 
 COSF I IO/O2 (2006.01) 
 COSF 2 IO/16 (2006.01) 
 (52) U.S. Cl. 
 CPC .......... B01J 31/0231 (2013.01); B01J 31/0212 
 (2013.01); B01J 31/124 (2013.01); B01.J 31/143 (2013.01); B01.J31/32 (2013.01); C08F 
 10/02 (2013.01); C08F 110/02 (2013.01); C08F 
 210/16 (2013.01) 
 (58) Field of Classification Search 
 None 
 See application file for complete search history. 
 (56) References Cited 
 U.S. PATENT DOCUMENTS 
 5, 192,731 A * 3/1993 Kioka et al. .................. 502,110 
 5,585,317 A 12/1996 Sacchetti et al. 
 FOREIGN PATENT DOCUMENTS 
 EP O 045 885 A 2, 1982 
 EP O 240 254 A 10, 1987 
 EP O 408 750 A 1, 1991 
 EP O 480 435 A 4f1992 
 EP O 522 651 A 1, 1993 
 WO WO91/08239 A1 6, 1991 
 * cited by examiner 
 Primary Examiner — Yun Qian 
 (74) Attorney, Agent, or Firm — Birch, Stewart, Kolasch & 
 Birch, LLP 
 (57) ABSTRACT 
 Disclosed is a process for obtaining a Solid catalyst compo nent for ethylene polymerization and copolymerization, 
 wherein a carrier of particulate silica (65 to 85% by weight) is impregnated with a catalytically active portion (15 to 35% by 
 weight) including titanium, magnesium, chlorine, alkoxy 
 groups and at least one organometallic compound of the 
 groups 1, 2, 12 or 13 of the periodic table. Further, the inven 
 tion refers to the solid catalyst component thus obtained and to a process for ethylene polymerization and copolymeriza 
 tion wherein is used said catalyst. The catalyst obtained is suitable for the production of ethylene homo- and copolymers 
 as narrow molecular weight distribution high density poly 
 ethylene (NMWHDPE) and linear low density polyethylene 
 (LLDPE) with controlled morphology and improved struc 
 ture. 
 2 Claims, 6 Drawing Sheets "
1,US9352308.pdf,/home/anatoly_kayda/Desktop/mipt/data/braskem/US/US9352308.pdf,2,NO,100.0, NO,0.0,"U.S. Patent May 31, 2016 Sheet 1 of 6 US 9,352,308 B2 
 FIGURE 1 
 Organometallic 
 compound solution Silica-o- IMPREGNATION 
 (a) 
 Magnesium compound 
 REACTON REMOVAL Supernatant Titanium compound 
 (c) (b) 
 IMPREGNATION (d) 
 Reducing agent --> REACTION (e) 
 Halogenating agent --> REACTION (f) REACTION Halogenating agent 
 THERMAL (g) THERMA TREATMENT (9 TREATMENT 
 linert Solvent - - - WASHING (h) WASHING 1- Inert solvent 
 CATALYST CATALYST 
 COMPONENT COMPONEN 
 Organometallic p Organometallic compound solution WASHING (i) WASHING Compound solution 
 CATALYST CATALYST 
 COMPONENT COMPONENT "
2,US9352308.pdf,/home/anatoly_kayda/Desktop/mipt/data/braskem/US/US9352308.pdf,3,NO,100.0, NO,0.0,"U.S. Patent May 31, 2016 Sheet 2 of 6 US 9,352,308 B2 
 FIGURE 2 
   "
3,US9352308.pdf,/home/anatoly_kayda/Desktop/mipt/data/braskem/US/US9352308.pdf,4,NO,100.0,YES,0.0,"US 9,352,308 B2 U.S. Patent 
 9/ | 
 eoueoeye   "
4,US9352308.pdf,/home/anatoly_kayda/Desktop/mipt/data/braskem/US/US9352308.pdf,5,NO,100.0, NO,0.0,"U.S. Patent May 31, 2016 Sheet 4 of 6 US 9,352,308 B2 
 FIGURE 4 
 .. 
 O 
 44 4, 48 SO SO. 54 SO 58 
 Energy (ew "
5,US9352308.pdf,/home/anatoly_kayda/Desktop/mipt/data/braskem/US/US9352308.pdf,6,NO,100.0, NO,0.0,"U.S. Patent May 31, 2016 Sheet 5 of 6 US 9,352,308 B2 
 FIGURES 
 9. - 
 O 
 95 . ... 3 498 Energy (W) 
 4.94 EO 498 SO SO SO4 SOSO SO.8 SO 
 Energy (ew)   "
6,US9352308.pdf,/home/anatoly_kayda/Desktop/mipt/data/braskem/US/US9352308.pdf,7,NO,100.0, NO,0.0,"U.S. Patent May 31, 2016 Sheet 6 of 6 US 9,352,308 B2 
 FIGURE 6 
 1966 968 9FO 9. 94 496 498 98) 
 Energy (EW) "
7,US9352308.pdf,/home/anatoly_kayda/Desktop/mipt/data/braskem/US/US9352308.pdf,8,NO,100.0,YES,0.0,"US 9,352,308 B2 
 1. 
 SOLID CATALYST COMPONENT FOR 
 POLYMERIZATION AND 
 COPOLYMERIZATION OF ETHYLENE AND 
 PROCESS FOR OBTAINING THE SAME 
 This application is a Continuation-In-Part of application 
 Ser. No. 10/518,443 filed Jul. 1, 2005, now abandoned which 
 is the National phase of PCT International Application No. 
 PCT/BR2002/000086 filed on Jun. 19, 2002, all of which are hereby expressly incorporated by reference into the present application. 
 The present invention relates to a solid catalyst component 
 for ethylene polymerization and copolymerization, com 
 posed of a carrier of particulate silica and a catalytically active 
 portion including titanium, magnesium, chlorine, alkoxy 
 groups and at least one organometallic compound of the 
 groups 1, 2, 12 or 13 of the periodic table. The process for 
 producing the catalyst of the present invention comprises the 
 steps of: 
 (a) impregnating an activated silica particles with a solution 
 ofan organometallic compound of the groups 1, 2, 12 or 13 
 of the periodic table, in an inert organic solvent; (b) removing the Supernatant liquid from the step (a): 
 (c) preparing a solution obtained by reacting at least one magnesium compound, selected from magnesium halides 
 and magnesium alkoxides and at least one titanium com 
 pound selected from titanium alkoxides and titanium halo gen alkoxides; 
 (d) impregnating the silica obtained in (b) using the Solution prepared in (c); 
 (e) optionally reacting the solid obtained in (d) with a reduc ing agent; 
 (f) reacting the solid obtained in (d) or (e) with a halogenating 
 agent, 
 (g) thermally treating the Solid obtained in (f); 
 (h) washing the Solid obtained in (g) with an inert organic 
 solvent; 
 (i) optionally, washing the Solid obtained in (h) with a solu tion of one or more organometallic compounds of the 
 groups 1, 2, 12 or 13 of the periodic table. The catalyst component obtained is especially suitable for the production of homo- and copolymers of ethylene as nar 
 row molecular weight distribution high density polyethylene 
 and linear low density polyethylene with controlled morphol 
 ogy and improved structure. 
 BACKGROUND OF THE INVENTION 
 1) Polymerization Process 
 The slurry or gas phase processes for the production of 
 HDPE or LLDPE operating with low bulk density polymers 
 require reactors with large Volumes in order to obtain the necessary residence time. Particularly, in the gas phase reac 
 tors, the presence offines with low bulk density causes prob 
 lems. In fact, due to the friction of the polymer particles present in the reactor, the fines are especially prone to the 
 formation of electrostatic charges and tend to deposit and adhere to the metallic walls. These stagnant deposits do not 
 allow the exchange of the reaction heat and become hot spots, which can form layers of agglomerates containing eventually 
 melt polymer. After a period of time chunks of agglomerates can fall down and plug the product discharge system. The 
 described effects are enhanced when the reaction is carried 
 out with a highly active catalyst. 
 In U.S. Pat. No. 5,410.002 a summary of patents on the above described phenomena is presented. 10 
 15 
 25 
 30 
 35 
 40 
 45 
 50 
 55 
 60 
 65 2 
 Therefore, it is crucial for the process that the catalyst used 
 enables a total control of the polymer morphology resulting in 
 product grains without fines, with high bulk density and good flowing properties. 
 Another very important aspect is that the catalyst must 
 have a slow decaying time to permit the use of reactors in 
 series. This arrangement makes possible the obtainment of 
 bimodal products in addition to the reduction of the total 
 volume of the reaction for the same production basis. More 
 over, process operations with a different condition of reaction 
 in at least two reactors in series, makes possible the use of catalysts with higher particle size thereby minimizing the 
 formation of electrostatic charges. 
 2) Polymer Structure 
 The catalyst properties are fundamental to the polymer 
 structure, mainly with respect to the molecular weight distri 
 bution, comonomer insertion in the polymeric chain and 
 soluble content. 
 Each application used to achieve a final product from high 
 density polyethylene (HDPE) or linear low density polyeth 
 ylene (LLDPE) requires a specific polymeric structure. 
 To obtain a film with improved optical and mechanical properties and avoid blocking problems, a polymer having a 
 narrow molecular weight distribution (MFR<27), is required. A large quantity of LLDPE applications requires products 
 with a density=0.918 and a MI=0.7, and in most cases a 
 xylene soluble content<10% is desired. Indeed, when the Xylene soluble content of the polymer is present in a high 
 concentration (>10%) and with a low molecular weight, this soluble content tends to migrate to the film Surface causing blocking, in addition to the unsatisfactory optical properties 
 (low gloss and high haze). 3) Ziegler-Natta Polyethylene Catalyst 
 Due to the strong competition existent in the polyethylene 
 market, the catalyst production cost is a fundamental compo 
 nent. Therefore it is mandatory that the catalyst for producing 
 polyethylene be manufactured by a simple route, from low 
 cost raw material, without generating gaseous, liquid or Solid 
 effluents which are hard to treat. 
 U.S. Pat. No. 5,188,997 describes a synthesis process for Ziegler-Natta catalysts from silica and magnesium chloride 
 alcoholate. The results reported demonstrate that this catalyst produces a polymer with low bulk density (0.23 to 0.30 g/ml) 
 and with an intermediate molecular weight distribution (MFR 
 30.0 to 37.8). U.S. Pat. No. 5,585,317 describes the synthesis of a cata lyst Supported on a magnesium chloride based carrier. The reported examples relates to the production of polymers hav 
 ing good morphology, characterized by the absence of fines 
 and by the high bulk density which is, for LLDPE, produced 
 between 0.32 and 0.40 g/ml and for HDPE, between 0.33 and 0.438 g/ml. 
 However, in the case of LLDPE production, the polymer 
 obtained presents an undesired comonomer distribution in its 
 chain, evidenced by the high xylene soluble content at differ ent polymer densities. As an example, a polyethylene with 
 0.919 g/ml of polymer density has a xylene soluble content of 12.5% by weight. 
 SUMMARY OF THE INVENTION 
 The present invention relates to a solid catalyst component for ethylene polymerization and copolymerization, com 
 posed of a carrier of particulate silica and a catalytically active portion including titanium, magnesium, chlorine, alkoxy 
 groups and at least one organometallic compound of the "
8,US9352308.pdf,/home/anatoly_kayda/Desktop/mipt/data/braskem/US/US9352308.pdf,9,NO,99.75,YES,0.25,"US 9,352,308 B2 
 3 
 groups 1, 2, 12 or 13 of the periodic table. The process for 
 producing the catalyst of the present invention comprises the 
 steps of: 
 (a) impregnating activated silica particles with a solution of an organometallic compound of the groups 1, 2, 12 or 13 of 5 
 the periodic table, in an inert organic solvent; 
 (b) removing the Supernatant liquid from the step (a): 
 (c) preparing a solution obtained by reacting at least one 
 magnesium compound, selected from magnesium halides 
 and magnesium alkoxides and at least one titanium com 
 pound selected from titanium alkoxides and titanium halo 
 gen alkoxides; 
 (d) impregnating the silica obtained in (b) using the Solution prepared in (c); 
 (e) optionally reacting the Solid obtained in (d) with a reduc ing agent; 
 (f) reacting the solid obtained in (d) or (e) with a halogenating 
 agent, 
 (g) thermally treating the Solid obtained in (f); 2O 
 (h) washing the Solid obtained in (g) with an inert organic 
 solvent; 
 (i) optionally, washing the Solid obtained in (h) with a solu 
 tion of one or more metal-alkyl halide compounds of the 
 groups 1, 2, 12 or 13 of the periodic table. 25 
 Therefore, the present invention provides a catalyst espe 
 cially suitable for the production of ethylene homo- and 
 copolymers with a narrow molecular weight distribution, 
 high density polyethylene (NMWHDPE) and a linear low 
 density polyethylene (LLDPE) with controlled morphology 
 and improved structure. 
 Additionally, the catalyst described and claimed in the 
 present invention produces a NMWHDPE with a melt flow 
 ratio (MFR) lower than 27 that is particularly suitable for thermoforming and injection applications. 
 Further, the catalyst described and claimed in the present 
 invention produces a LLDPE with a low xylene soluble con 
 tent due to the very good comonomer insertion allowing the production of films with Superior optical properties and very 40 
 low blocking. 
 The present invention further defines a catalyst that pro 
 vides, when Submitted to polymerization conditions, par ticles of polyethylene and ethylene copolymers having a high 
 bulk density and containing a very Small quantity of fines. 45 
 The present invention additionally provides a catalyst use 
 ful in liquid phase or in gas phase, ethylene polymerization 
 processes. 
 The present invention further provides a catalyst useful in 
 polymerization processes due to its high activity and low 
 decay kinetics. 10 
 15 
 30 
 35 
 50 
 BRIEF DESCRIPTION OF THE DRAWING 
 The present invention will become more fully understood 55 
 from the detailed description given hereinbelow and the 
 accompanying drawings, which are given by way of illustra 
 tion only, and thus are not limitative of the present invention, 
 and wherein: 
 FIG. 1 herein is a flowchart, which illustrates the preferred 
 embodiment of the present invention for preparing the Solid catalyst component; and 
 FIG. 2 is a flow diagram of a fluidized bed, gas phase pilot 
 plant used to produce polyethylene. 65 
 FIG. 3 provides UV-VIS spectroscopy for the catalyst of 
 Example 8. 60 4 
 FIGS. 4-6 provides XANES spectra at the Ti Kedge for the catalyst of Example 8. 
 DETAILED DESCRIPTION 
 In the present specification, the expression Catalyst Decay 
 means the half-life time of the active sites of a solid catalyst component which is measured as the time required for reach ing 50% of the initial catalyst activity during a polymerization 
 run. A catalyst with low decay kinetics has a half-life time preferably higher than 3 hours. 
 The present invention discloses a Solid component 
 obtained from the interaction of a reaction product between at least one magnesium compound, chosen from magnesium 
 halides and magnesium alkoxides and at least one titanium 
 compound chosen from titanium alkoxides and titanium halo gen alkoxides, an activated silica impregnated with the orga 
 nometallic compounds of the groups 1, 2, 12 or 13 and a halogenating agent, capable of interacting with the organo 
 metallic compounds of the groups 1, 2, 12 or 13, to give a solid catalyst component, which is highly active in the polymer 
 ization and copolymerization of ethylene. Optionally, a 
 reducing agent can be used during the process of preparing the present catalyst component. 
 Accordingly, the present invention concerns a process for the preparation of a Solid catalyst component for the poly 
 merization of ethylene and the copolymerization of ethylene 
 with alpha-olefins which comprises a carrier of silica par 
 ticles (65 to 85% by weight) and a catalytically active portion (15 to 35% by weight) including titanium, magnesium, chlo 
 rine, alkoxy groups and at least one organometallic com 
 pound of the groups 1, 2, 12 or 13 of the periodic table. According to FIG. 1, this process comprises the following 
 steps: 
 (a) impregnating an activated silica particles with a solu tion of an organometallic compound of the groups 1, 2, 
 12 or 13 of the periodic table, in an inert organic solvent; (b) removing the Supernatant liquid from the step (a): 
 (c) preparing a solution obtained by reacting at least one magnesium compound, selected from magnesium 
 halides and magnesium alkoxides and at least one tita 
 nium compound selected from titanium alkoxides and 
 titanium halogen alkoxides; 
 (d) impregnating the silica obtained in (b) using the solu tion prepared in (c); 
 (e) optionally reacting the Solid obtained in (d) with a reducing agent, 
 (f) reacting the Solid obtained in (d) or (e) with a haloge nating agent; 
 (g) thermally treating the Solid obtained in (f); 
 (h) washing the Solid obtained in (g) with an inert organic 
 solvent; (i) optionally, washing the solid obtained in (h) with a Solution of one or more organometallic compounds of 
 the groups 1, 2, 12 or 13 of the periodic table. In step (a) of the process according to the present invention, the preferable silica for this purpose is a microspheroidal, 
 porous silica having an average particle size ranging from 10 
 to 120 um, preferably between 15 and 100 um, a SiO con tents of >90% by weight, a surface area ranging from 250 to 500 m/g, preferably between 300 and 400 m/g, a pore 
 volume ranging from 1.0 to 2.0 ml/g, preferably between 1.5 and 1.8 ml/g, and an average pore diameter ranging from 10 
 to 40 nm, preferably between 20 and 30 nm. This silica should 
 be submitted to an activation treatment before being impreg 
 nated, which can be carried out by heating the silica in an inert atmosphere, at a temperature ranging from 100 to 750° C. "
9,US9352308.pdf,/home/anatoly_kayda/Desktop/mipt/data/braskem/US/US9352308.pdf,10,YES,100.0,NO,0.0,"US 9,352,308 B2 
 5 
 over a period from 1 to 20 hours. The amount of remaining 
 OH on the silica surface after this treatment ranges from 0.1 to 2 mmoles OH per g of silica, preferably between 0.5 and 
 1.5 mmoles OH per g of silica. The impregnation is preferably carried out by Suspending 
 10 to 20 parts by weight of silica for each 100 parts by volume of a solution of an organometallic compound of the groups 1, 
 2, 12 or 13, in aliphatic hydrocarbons, and maintaining the 
 Solution with stirring at a temperature which ranges from 
 room temperature to the boiling point of the solution of the organometallic compound of the groups 1, 2, 12 or 13, in aliphatic hydrocarbons, preferably at room temperature, over 
 a period from 30 to 120 minutes, preferably between 50 and 
 60 minutes. 
 The organometallic compounds of groups 1, 2, 12 or 13 of 
 the periodic table suitable for use in step (a) are alkyl com pounds and alkyl halide compounds of metals belonging to 
 these groups, and preferably aluminum, magnesium, lithium and Zinc compounds. Specific examples of these compounds 
 are trimethylaluminum, triethylaluminum (TEAL), methyla 
 luminum dichloride, methylaluminum sesquichloride, isobu tylaluminum dichloride, isobutylaluminum sesquichloride, 
 ethylaluminum dichloride (EADC), diethylaluminum chlo 
 ride (DEAC), ethylaluminum sesquichloride (EASC), tri-n- 
 hexylaluminum (Tn-HAL), tri-n-octylaluminum (TnOAL). butyl ethylmagnesium (BEM), butyl octylmagnesium 
 (BOMAG), methylmagnesium chloride and ethylmagnesium 
 chloride. They can be used concentrated or preferably dis 
 Solved in the above organic solvent or in a different organic Solvent chosen from aliphatic hydrocarbons. 
 Specific aliphatic hydrocarbons used as solvents for the 
 above mentioned solution can have between 4 and 50 car 
 bons, preferably between 6 and 20 carbons. Specific examples of these aliphatic hydrocarbons used as solvents are 
 hexane, heptane, octane, isoparaffin, and the more preferably 
 hexane and heptane. In step (a) of the process, the impregnation step using the 
 Solution of organometallic compound of the groups 1, 2, 12 or 
 13, in aliphatic hydrocarbons, is carried out by using an amount of organometallic compound, ranging from 0.1 to 1 
 mmole of the organometallic solution per mmole of OH on 
 the silica surface, preferably 0.3 to 0.7 mmoles of the orga 
 nometallic solution per mmole of OH on the silica surface. At the end of the impregnation treatment, the silica can be removed (step b) from the Suspension by usual methods such as settling and siphoning, filtration or centrifugation. The 
 operating temperature of this step can vary from room tem perature to the boiling point of the aliphatic hydrocarbonused 
 as the solvent, preferably at room temperature. The wet silica 
 is directly used in the next step. 
 According to the present invention, in step (c) of the pro 
 cess, a liquid component from the reaction between at least one magnesium compound, chosen from magnesium halides 
 and magnesium alkoxides and at least one titanium com 
 pound, chosen from titanium alkoxides and titanium halogen alkoxides, is prepared. Generally, it is necessary to heat the 
 mixture of these compounds, at a temperature in the range of 
 about 100° C. to about 200° C., preferably between 140° C. 
 and 160° C., over a period of time from 1 to 100 hours, preferably between 10 and 30 hours. The mixture comprising said compounds has to be prepared under turbulent stirring 
 and underinert conditions. After the formation of the product obtained from the reaction between these compounds, which is noted by the disappearance of the Solid Suspension, the 
 temperature of the obtained liquid product can be reduced to ambient temperature without precipitation of any solid. This 
 liquid component is diluted in an inert organic solvent to form 10 
 15 
 25 
 30 
 35 
 40 
 45 
 50 
 55 
 60 
 65 6 
 a clear Solution. Specific organic Solvents used for the above mentioned solution can be aliphatic hydrocarbons having 
 between 4 and 50 carbons, preferably between 6 and 20 carbons. Specific examples of these aliphatic hydrocarbons 
 used as organic solvents are: hexane, heptane, octane, isopar 
 affin, most preferably hexane and heptane. 
 The magnesium compounds Suitable for the purpose of the 
 invention are those having the formulae MgX or Mg (OR), 
 wherein R represents a linear or branched alkyl group, con 
 taining from 1 to 10 carbons and X represents a halogenatom 
 and preferably a chlorine atom. Specific examples of magne 
 sium compounds are magnesium dichloride, magnesium 
 diethylate, magnesium di-n-butylate, magnesium diisopro 
 pylate and magnesium diisobutylate. 
 The amount of magnesium compound used in the above 
 preparation corresponds to the amount ranging from 0.0024 
 to 0.24 g of magnesium per g of silica, preferably between 
 0.0042 and 0.042 g of magnesium per g of silica. 
 The titanium compounds most Suited for the purpose are 
 alkoxides and chloroalkoxides, containing from 1 to 4 car 
 bons in the alkoxide portion. Specific examples of these com pounds are: titanium tetra-n-propylate, titanium tetra-n-buty 
 late, titanium tetra-1-propylate, titanium tetra-1-butylate and 
 the corresponding titanium mono- or di-chloroalkoxides. 
 The amount of titanium compound used in the above preparation corresponds to an amount ranging from 0.01 to 1 
 g of titanium per g of silica, preferably between 0.0175 and 
 0.175 g of titanium per g of silica. In general, when preparing the solution of the step (c), 
 titanium is used in Such an amount that the molar ratio Ti/Mg varies within the range of 0.3 to 4, and preferably within the range of 0.5 to 2. 
 In step (d) the silica obtained in step (b) is suspended in an inert organic solvent, such as a hydrocarbon Solvent of the aliphatic type, preferably the same used in the previous steps 
 and the dissolved product prepared in step (c) is added to the Suspension. The impregnation is carried out by Suspending 
 100 parts by weight of silica, obtained on step (b), for each 5 to 200 parts by volume of the component prepared on step (c) 
 and after dilution in the inert organic solvent. The Suspension is maintained under stirring at a temperature that ranges from 
 room temperature to the boiling point of the mixture, prefer 
 ably at 60°C., over a period of time from 30 to 180 minutes, preferably between 50 and 60 minutes. In this way a solid component Suspended in an inert organic solvent is obtained. 
 Optionally the solid component obtained in step (d) can be 
 Submitted to reducing conditions in a step (e). Said result is obtained, for example, by using reducing agents, such as Na-alkyls, Li-alkyls, Zn-alkyls, Mg-alkyls and correspond 
 ing aryl-derivatives, Grignard compounds of the type RMgX. 
 wherein R represents a linear or branched alkyl group, con taining from 1 to 10 carbons or aryl-derivatives and X repre sents a halogenatom and preferably a chlorine atom, Al-alkyl 
 halide compounds or by using reducing agents such as silicon compounds. Particularly effective silicone compounds are 
 the polymethylhydrosiloxanes in which the monomer unit 
 has the general formula HSiR-O I, wherein R is H. halogen, alkyl with 1 to 10 carbon atoms, aryl with 6 to 10 
 carbon atoms, alkoxyl with 1 to 10 carbon atoms, aryloxyl 
 with 6 to 10 carbon atoms or carboxyl with 1 to 10 carbon atoms, and n is a degree of polymerization that ranges 
 between 5 and 100. Specific examples of such polymethyl 
 hydrosiloxanes (PMHS) include the compounds: (CH)SiO 
 (CH)HSiO, Si(CH), (CHHSiO) (CHHSiO), HSi O SiH OSiRI, phenylhydropolysiloxanes in which the hydrogen atoms can be partially replaced by methyl groups. "
