,file_name,file_path,page_number,1st_token,1st_logprob,2nd_token,2nd_logprob,text
0,US4481301.pdf,/home/anatoly_kayda/Desktop/mipt/data/mobiloil/US/US4481301.pdf,1,NO,100.0, NO,0.0,"United States Patent (19) 
 Nowlin et al. 
 54 
 75 
 (73) 
 (21) 
 22 
 (63) 
 51 (52) 
 (58) 
 56) HIGHILY ACTIVE CATALYST 
 COMPOSITION FOR POLYMERIZNG 
 ALPHA-OLEFNS 
 Inventors: Thomas E. Nowlin, Somerset; Klaus P. Wagner, East Windsor, both of 
 N.J. 
 Assignee: Mobil Oil Corporation, New York, 
 N.Y. 
 Appl. No.: 444,152 
 Filed: Nov. 24, 1982 
 Related U.S. Application Data 
 Continuation-in-part of Ser. No. 327,534, Dec. 4, 1981. 
 Int. Cl............................. C08F 4/02; C08F 4/64 
 U.S. C. .................................... 502/104; 502/120; 
 502/132; 526/125; 526/129; 526/156 Field of Search ....................... 252/429 B, 429 C; 
 502/104, 120, 132 
 References Cited 
 U.S. PATENT DOCUMENTS 
 3,135,809 6/1964 Bosmajian .................. 252/429 AX 11 Patent Number: 4,481,301 
 45) Date of Patent: Nov. 6, 1984 
 3,943,067 3/1976 
 4,148,754 4/1979 
 4,173,547 11/1979 
 4,263,171 4/1981 
 4,354,009 10/1982 
 4,458,058 7/1984 Chan et al. .......................... 252/430 
 Strobel et al. ... 252/429 C 
 Graff........... ... 252/429 CX 
 Shida et al. ..................... 252/429 C 
 Goeke et al. ... ... 526/125 Dombro .............................. 526/129 
 FOREIGN PATENT DOCUMENTS 
 2006232A 5/1979 United Kingdom . 
 Primary Examiner-Patrick Garvin Attorney, Agent, or Firm-Alexander J. McKillop; Michael G. Gilman; Stanislaus Aksman 
 57 ABSTRACT 
 The present invention relates to a highly active catalyst composition for polymerizing alpha-olefins prepared by treating a support with an organomagnesium composi 
 tion and contacting the thus formed solid supported magnesium composition in a liquid medium with a tetra valent titanium compound. This catalyst is particularly useful for the production of linear low density polyeth ylene polymers. 
 16 Claims, 5 Drawing Figures   "
1,US4481301.pdf,/home/anatoly_kayda/Desktop/mipt/data/mobiloil/US/US4481301.pdf,2,NO,100.0, NO,0.0,"U.S. Patent Nov. 6, 1984 Sheet 1 of 5 4,481,301 
 GAS RECYCLE 
 INERT GAS 
 GAS FEED 
   "
2,US4481301.pdf,/home/anatoly_kayda/Desktop/mipt/data/mobiloil/US/US4481301.pdf,3,NO,100.0,YES,0.0,
3,US4481301.pdf,/home/anatoly_kayda/Desktop/mipt/data/mobiloil/US/US4481301.pdf,4,NO,100.0, NO,0.0,"4,481,301 Sheet 3 of 5 U.S. Patent Nov. 6, 1984 
 LSÅTVLVO Z'XE DE LSÅTVIVO y o Oi LV8 ZO/#70 SA Å LISNEC] 
 MSNBC OO/SWWS)   "
4,US4481301.pdf,/home/anatoly_kayda/Desktop/mipt/data/mobiloil/US/US4481301.pdf,5,NO,100.0, NO,0.0,"U.S. Patent Nov. 6, 1984 Sheet 4 of 5 4,481,301 
 ON 
 GN 
 O N s 9 a. s 
 V & al 3 s cos O g s 
 N L. Q s cos 2 v C) 
 C O) S 
 OO/SWWOALISN3O s   "
5,US4481301.pdf,/home/anatoly_kayda/Desktop/mipt/data/mobiloil/US/US4481301.pdf,6,NO,100.0,YES,0.0,
6,US4481301.pdf,/home/anatoly_kayda/Desktop/mipt/data/mobiloil/US/US4481301.pdf,7,NO,99.88,YES,0.12,"4,481,301 
 HGHLY ACTIVE CATALYST COMPOSITION 
 FOR POLYMERIZING ALEPHA-OLEFNS 
 CROSS REFERENCE TO RELATED 
 APPLICATION 
 This application is a continuation-in-part of U.S. ap 
 plication Ser. No. 327,534, filed Dec. 4, 1981, the entire disclosure of which is expressly incorporated herein by 
 reference. 
 BACKGROUND 
 The present invention relates to a method for poly merizing alpha-olefins, a catalyst for such a polymeriza 
 tion and a method for producing such a catalyst. A particular aspect of the present invention relates to a method for producing linear low density polyethylene. Linear low density polyethylene polymers possess properties which distinguish them from other polyeth ylene polymers such as homopolymers of polyethylene. 
 Certain of these properties are described in the Ander son et al U.S. Pat. No. 4,076,698. 
 The Karol et al U.S. Pat. No. 4,302,566 describes a process for producing certain linear low density poly ethylene polymers in a gas phase, fluid bed reactor. 
 The Graff U.S. Pat. No. 4,173,547, Stevens et al U.S. 
 Pat. No. 3,787,384, Strobel et al U.S. Pat. No. 4,148,754 and the Ziegler, deceased et al U.S. Pat. No. 4,063,009 each describe various polymerization processes suitable for producing forms of polyethylene other than linear 
 low density polyethylene, per se. W 
 The Graff U.S. Pat. No. 4,173,547 describes a sup ported catalyst obtained by treating a support with both an organoaluminum compound and an organomag 
 nesium compound followed by contacting this treated support with a tetravalent titanium compound. 
 The Stevens et al U.S. Pat. No. 3,787,384 and the Strobel et al U.S. Pat. No. 4,148,754 describe a catalyst prepared by first reacting a support (e.g., silica contain ing reactive hydroxy groups) with an organomag inesium compound (e.g., a Grignard reagent) and then combining this reacted support with a tetravalent tita nium compound. According to the teachings of both of these patents, no unreacted organomagnesium com pound would seem to be present when the reacted sup port is contacted with the tetravalent titanium com pound. 
 The Ziegler, deceased et al U.S. Pat. No. 4,063,009 describes a catalyst which is the reaction product of an organomagnesium compound (e.g., an alkylmagnesium 
 halide) with a tetravalent titanium compound. This reaction with the tetravalent titanium compound takes place in the absence of a support material. 
 SUMMARY 
 The present invention relates to a process for prepar ing a supported catalyst composition for use in alpha olefin polymerization reactions, said process comprising the steps of: (i) contacting a solid, porous carrier having reactive OH groups with a liquid in the absence of ball milling, said liquid containing at least one organomagnesium composition having the empirical formula 
 RMgR'(2-n) (D 
 where R and R' are the same or different and represent C1-C12 hydrocarbyl groups, provided that R may also 5 
 10 
 15 
 20 
 25 
 30 
 35 
 45 
 50 
 55 
 65 2 
 be halogen, and n is a rational number from about 0.5 to 2, whereby organomagnesium is reacted with OH 
 groups on said carrier; (ii) evaporating said liquid from step (i) to precipitate magnesium onto said carrier, said precipitated mag nesium being selected from the group consisting of magnesium dihalide, unreacted organomagnesium and mixtures thereof, whereby a supported magne sium composition in the form of a dry, free-flowing 
 powder is formed; and (iii) reacting said powder of step (ii) with at least one tetravalent titanium compound in a liquid medium, 
 the number of moles of said tetravalent titanium com 
 pound being in excess of the number of OH groups on said carrier prior to reaction with said organomag nesium in step (), said tetravalent titanium compound being soluble in said liquid medium, and said sup ported magnesium composition, including the sup 
 ported material thereof, being essentially insoluble in said liquid medium, whereby a reacted form of titanium which is insoluble in said liquid medium becomes supported on said car 
 e. 
 The present invention also relates to a process for preparing a supported catalyst composition for use in alpha-olefin polymerization reactions, said process comprising the steps of: 
 (i) contacting silica having from about 0.3 to about 0.7 moles/g of OH groups with a liquid in the absence of ball milling, said liquid containing at least one or ganomagnesium composition having the empirical 
 formula 
 RMgR' (II) 
 where R represents C1-C12 hydrocarbyl group and R"" represents halogen, at least a portion of said or ganomagnesium composition being soluble in said 
 liquid medium, the ratio of the number of moles of said organomagnesium composition to the number of moles of OH groups on said silica being from about 1.1 to about 2.5, whereby organomagnesium is re 
 acted with OH groups on said silica, (ii) evaporating said liquid from step (i) to precipitate magnesium onto said carrier, said precipitated mag nesium being selected from the group consisting of magnesium dihalide, unreacted organomagnesium and mixtures thereof, whereby a supported magne sium composition in the form of a dry, free-flowing powder is formed; and (iii) reacting said powder of step (ii) with at least one tetravalent titanium compound in a liquid medium, 
 the number of moles of said tetravalent titanium com 
 pound being in excess of the number of moles of magnesium supported on said silica, said tetravalent titanium compound being soluble in said liquid me dium, and said supported magnesium composition, including the supported material thereof, being essen tially insoluble in said liquid medium, whereby a reacted form of titanium which is insoluble in said liquid medium becomes supported on said silica. The present invention further relates to a process for preparing a linear low density polyethylene polymer having a density of 0.94 g/cc or less, said process com prising conducting the polymerization in the presence of a catalyst prepared by a process comprising the steps 
 of: "
7,US4481301.pdf,/home/anatoly_kayda/Desktop/mipt/data/mobiloil/US/US4481301.pdf,8,NO,100.0,YES,0.0,"4,481,301 3 (i) contacting a solid, porous carrier having reactive OH groups with a liquid in the absence of ball milling, said liquid containing at least one organomagnesium composition having the empirical formula 
 RMgR'(2-n) (I) 
 where R and R' are the same or different and repre sent C1-C12 hydrocarbyl groups, provided that R' may also be halogen, and n is a rational number from about 0.5 to 2, whereby organomagnesium is reacted 
 with OH groups on said carrier; (ii) evaporating said liquid from step (i) to precipitate magnesium onto said carrier, said precipitated mag nesium being selected from the group consisting of magnesium dihalide, unreacted organomagnesium and mixtures thereof, whereby a supported magne sium composition in the form of a dry, free-flowing 
 powder is formed; and (iii) reacting said powder of step (ii) with at least one tetravalent titanium compound in a liquid medium, 
 the number of moles of said tetravalent titanium com 
 pound being in excess of the number of OH groups on said carrier prior to reaction with said organomag nesium in step (i), said tetravalent titanium compound being soluble in said liquid medium, and said sup ported magnesium composition, including the sup ported material thereof, being essentially insoluble in said liquid medium, whereby a reacted form of titanium which is insoluble in said liquid medium becomes supported on said car 
 re, The present invention further relates to a process for preparing a linear low density polyethylene polymer which is an ethylene/1-hexene copolymer having a density of 0.93 g/cc or less, said process comprising conducting the polymerization in a gas phase, fluid bed reactor in the presence of a catalyst produced by a process comprising the steps of: (i) contacting silica having from about 0.3 to about 0.7 moles/g of OH groups with a liquid in the absence of ball milling, said liquid containing at least one or ganomagnesium composition having the empirical 
 formula 
 RMgR' (II) 
 where R represents C1-C12 hydrocarbyl group and R"" represents halogen, at least a portion of said or ganomagnesium composition being soluble in said 
 liquid medium, the ratio of the number of moles of said organomagnesium composition to the number of moles of OH groups on said silica being from about 1.1 to about 2.5, whereby organomagnesium is re acted with OH groups on said silica, (ii) evaporating said liquid from step (i) to precipitate magnesium onto said carrier, said precipitated mag nesium being selected from the group consisting of magnesium dihalide, unreacted organomagnesium and mixtures thereof, whereby a supported magne sium composition in the form of a dry, free-flowing 
 powder is formed; and (iii) reacting said powder of step (ii) with at least one tetravalent titanium compound in a liquid medium, 
 the number of moles of said tetravalent titanium com 10 
 15 
 20 
 25 
 30 
 35 
 40 
 45 
 50 
 55 
 60 
 pound being in excess of the number of moles of 65 magnesium supported on said silica, said tetravalent titanium compound being soluble in said liquid me dium, and said supported magnesium composition, 4. 
 including the supported material thereof, being essen 
 tially insoluble in said liquid medium, whereby a reacted form of titanium which is insoluble in said liquid medium becomes supported on said silica. 
 BRIEF DESCRIPTION OF THE DRAWINGS 
 FIG. 1 is a diagrammatic illustration of a fluid bed process for producing linear low density polyethylene 
 (LLDPE). FIG. 2 is a graph showing the variation in the density of LLDPE polymers according to the magnesium con tent of the polymerization catalyst of the invention. FIG. 3 is a graph showing the variation in density of LLDPE polymers with the ratio ofbutene to ethylene in the feed using a prior art catalyst and a catalyst ac 
 cording to the invention. FIGS. 4 and 5 are graphs showing the variation in density of LLDPE polymers with the ratio of hexene to ethylene in the feed using a prior art catalyst and cata lysts according to the invention. 
 DETALED OESCRIPTION 
 In accordance with an aspect of the present inven tion, supported titanium is incorporated onto a suitable support by impregnating this support with reactive magnesium and utilizing this supported reactive magne 
 sium to react with tetravalent titanium (i.e., titanium in the plus 4 valence state) in a liquid medium. Unreacted titanium is soluble in this liquid medium, while reacted titanium and supported reactive magnesium are insolu 
 ble in this liquid medium. As used herein, the concept of supporting a material 
 on a carrier is intended to connote the incorporation of material (e.g., magnesium compositions and/or titan tium compositions) onto the carrier by physical or chemical means. Accordingly, supported material need not necessarily be chemically bound to the carrier. Catalysts produced according to aspects of the pres 
 ent invention may be described in terms of the manner in which they can be made. More particularly, these catalysts can be described in terms of the manner in which a suitable carrier may be treated in order to form such catalysts. 
 Suitable carrier materials which may be treated in clude solid, porous carrier materials such as silica, alu mina and combinations thereof. Such carrier materials 
 may be amorphous or crystalline in form. These carriers may be in the form of particles having a particle size of 
 from about 0.1 micron to about 200 microns, more pref erably from about 10 to about 80 microns. Preferably, the carrier is in the form of spherical particles, e.g., spray dried silica. The internal porosity of these carriers may be larger than 0.2 cm/gm, e.g., larger than about 0.6 cm/g. The specific surface area of these carriers may be larger than about 50 m2/g, e.g., from about 150 to about 1500 m2/g. It is desirable to remove physically bound water from the carrier material prior to contacting this material with water-reactive magnesium compounds. This water removal may be accomplished by heating the carrier 
 material to a temperature from about 100° C. to an upper limit of temperature represented by the tempera 
 ture at which change of state or sintering occurs. A suitable range of temperatures may, thus, be from about 
 100° C. to about 800° C., e.g., from about 150° C. to 
 about 250 C. w "
8,US4481301.pdf,/home/anatoly_kayda/Desktop/mipt/data/mobiloil/US/US4481301.pdf,9,NO,100.0, NO,0.0,"4,481,301 5 Chemically bound water, as represented by a pres ence of OH groups in the carrier, may be present when the carrier is contacted with water-reactive magnesium compounds in accordance with an aspect of the present invention. This chemically bound water may be present as about 0.3 mmoles or more of OH groups per gram of carrier. Accordingly, an amount of, e.g., from about 0.5 to about 5 mmoles of OH groups per gram of carrier may be present, but a preferred range is from about 0.3 to about 0.7 mmoles of OH groups per gram of carrier. Excess OH groups present in the carrier may be re moved by heating the carrier for a sufficient time at a sufficient temperature to accomplish the desired re moval. More particularly, for example, a relatively small number of OH groups may be removed by suffi cient heating at from about 150 C. to about 250 C., whereas a relatively large number of OH groups may be removed by sufficient heating at at least 500 or 600 C., most especially, about from about 750° C. to about 850' C. The duration of heating may be overnight, e.g., 16 hours or a shorter period, e.g., at least 4 hours. The surface hydroxyl concentration of silica may be deter mined according to J. B. Peri and A. L. Hensley, Jr., J. Phys. Chem, 72 (8), 2926 (1968). While heating is a preferred means of removing OH groups inherently present in a carrier such as silica, other removal means are also possible such as chemical means. For example, a desired proportion of OH groups may be reacted with a chemical agent such as a hy droxyl reactive aluminum compound, e.g., triethylalu 
 Examples of suitable carrier materials are described in the Graff, U.S. Pat. No. 4,173,547. Note particularly the passage extending from column 3, line 62 to column 5, line 44 of this Graff patent. It is noted that internal porosity of carriers can be determined by a technique termed BET-technique, described by S. Brunauer, P. Emmett and E. Teller in Journal of the American Chemi cal Society, 60, pp. 209-319 (1938). Specific surface areas of carriers can also be measured in accordance with the above-mentioned BET-technique, with use of the stan dardized method as described in British Standards BS 
 4359, Volume 1, (1969). Further examples of carrier materials are given in the Stevens et al., U.S. Pat. No. 3,718,636. Note particularly the passage extending from line 12 to line 29 of column 3 of this Stevens etal patent. Also included as examples of carrier materials are polymeric silicas known as poly siloxanes. 
 An example of a preferred carrier is silica which has been dehydrated by fluidizing with nitrogen and heat 
 ing at about 800 C. for about 16 hours to achieve a surface hydroxyl concentration of about 0.5 mmols/g. The silica used may be a high surface area, amorphous silica (surface area=300 m2/g; pore volume of 1.65 cm3 per gram) marketed under the tradename Davison 952 by the Davison Division of W. R. Grace and Co. A suitable dehydrated carrier material may be further treated by impregnating same with a solid magnesium containing composition which is capable of reacting with a tetravalent titanium compound. One such mag nesium containing material is an organomagnesium composition of the formula RMgR'(2-m), where R and R"" are the same or different and represent stable organic moieties, provided that R' may also be halogen, and n is a rational number from about 0.5 to 2. A particular example of a solution of such an organomagnesium composition is a Grignard reagent, O 
 15 
 2O. 
 25 
 30 
 35 
 50 
 55 6 
 Grignard reagents are described in Organic Chemis 
 try, Second Edition, Morrison and Boyd, fifth printing, May 1968, pp. 112-114 and 516-521. Grignard reagents 
 are known to react with organic molecules or moieties which have hydrogen bonded directly to a nitrogen or 
 oxygen atom. Furthermore, Grignard reagents are also 
 known to react with organic molecules or moieties containing carbonyl groups, cyano groups and nitro 
 groups. Accordingly, stable organic moieties as defined 
 by R in the above-mentioned formula generally would not have any of the above-mentioned groups indicated as being reactive with Grignard reagents. Thus, exam 
 ples of R and R' include C1-C12 hydrocarbyl groups (e.g., C1-C12 alkyl or C6-C12 aryl) or C1-C12 alkoxy 
 groups, which may be unsubstituted or substituted, e.g., with one or more of halogen (e.g., F, Cl, Br or I), C1-C12 alkoxy, etc. A preferred composition according to the formula R,MgR'(2-) is ethylmagnesium chlo 
 ride. 
 It is noted that even a Grignard reagent of ethylmag nesium chloride may contain a mixture of molecules other than ethylmagnesium chloride, per se. For exam 
 ple, particularly under the influence of various liquids or solvent systems, ethylmagnesium chloride may dis proportionate to form essentially a mixture of magne 
 sium dichloride and diethylmagnesium. Such mixtures 
 are intended to be encompassed within the formula RMgR'2 in). Accordingly, it will be understood that compositions of the formula R,MgR'(2-m) and composi 
 tions representative thereof are intended herein to rep resent the overall empirical formula of these composi tions rather than to set forth the molecular formula of these compositions. Preferably, the carrier should be impregnated such that the pores of same contain reactive solid magnesium containing composition. A preferred means of accom 
 plishing this result is by incorporating a porous carrier 
 in a liquid medium containing a dissolved organomag 
 nesium composition of the formula R,MgR'(2-) and to cause magnesium to become impregnated into the pores 
 of the carrier by (1) a reaction of the organomagnesium composition with the carrier, by (2) a precipitation of magnesium from the organomagnesium composition 
 onto the carrier or by (3) a combination of such reaction and precipitation. Organo-magnesium compositions corresponding to 
 those found in Grignard reagents have the formula 
 RMgX, where R is as defined hereinabove and X is halogen, (e.g., Cl, Br or I), and are soluble in ethers. . Examples of such ethers are mentioned on column 4, lines 32-49 of the Yamaguchi et al. U.S. Pat. No. 3,989,881 and include aliphatic ethers, such as diethyl ether, diisopropyl ether, dibutyl ether, dipentyl ether 
 and ethyl-n-butyl ether and cyclic ethers such as tetra hydrofuran and dioxane. It has been theorized that the reason for the ability of such ethers (e.g., diethyl ether to solubilize such organomagnesium compositions (e.g., 
 65 C2H5MgCl) is by virtue of the ability of the magnesium 
 atom to act as a Lewis acid and to associate with at least one electron pair from the etheric oxygen which acts as a Lewis base. Such an association is represented as 
 follows: "
9,US4481301.pdf,/home/anatoly_kayda/Desktop/mipt/data/mobiloil/US/US4481301.pdf,10,NO,100.0, NO,0.0,"4,481,301 
 C2H5 
 O 
 Although organomagnesium compounds of the for 
 mula RMgX tend to be insoluble in non-Lewis base solvents such as hexane, these organomagnesium com pounds may be completely soluble in mixed solvent systems such as hexane/tetrahydrofuran, provided that 
 a sufficient solubilizing amount of the Lewis base sol vent is present. Thus, according to one aspect of the present invention, a carrier may be slurried in a non Lewis base co-solvent and an organomagnesium com pound may be added thereto in the form of an ether solution thereof. Examples of non-Lewis base co-sol vents are given in the passage extending from column 6, 
 line 61 to column 7, line 8 of the Graff U.S. Pat. No. 4,173,547. These co-solvents include straight or branched saturated aliphatic hydrocarbons, such as butanes, pentanes, hexanes, heptanes, or commonly available mixtures thereof, generally known as gasoline, kerosene, gas, oil or other petroleum fractions. Further, such co-solvents include cyclic hydrocarbons, such as cyclopentane, cyclohexane, methylcyclohexane, as well as aromatic hydrocarbons, such as benzene or halogen aromatic hydrocarbons such as chlorobenzene. It is noted that such co-solvents should preferably not con tain groups which are reactive with the organomag nesium composition. A preferred co-solvent is n-hex 
 2. According to another aspect of the present invention, carrier is impregnated with magnesium composition by suitably contacting this carrier with a liquid containing organomagnesium composition of the formula RMgR'2-) in a partially dissolved state. More partic ularly, the carrier may be slurried in one of the above exemplified non-Lewis base co-solvents, such as hex ane, and a solution of Grignard in ether may be added thereto, the amount of ether relative to the amount of co-solvent being sufficient to only partially solubilize the Grignard. The non-soluble portion of the Grignard 5 
 O 
 15 
 20 
 25 
 30 
 35 8 CARRIER-OH--C2H5MgCl-CARRIER -OMgCl--C2H6 
 Accordingly, it may be possible to incorporate a magnesium composition onto a carrier by reacting an organomagnesium composition with reactive OH 
 groups of the carrier. Another means of incorporating a magnesium com position onto a carrier is to precipitate magnesium from an organomagnesium composition from a liquid onto a carrier. This precipitation may take place by any possi ble convenient means including cooling of the solvent, using a sufficiently large amount of non-solvent in the initial slurry, adding non-solvent to the slurry or strip ping off solvent. In the case of a carrier slurry where the liquid medium is essentially a hexane/tetrahydrofuran solution of ethylmagnesium chloride, it is preferred to precipitate ethylmagnesium chloride onto the carrier by distillation of the solvent. In this regard, it is noted that tetrahydrofuran and hexane have nearly equivalent boiling points. Thus, it would be expected that during the course of distilling these solvents, the ratio of tetra hydrofuran to hexane in the liquid state would remain essentially constant. On the other hand, if the boiling point of the co-solvent is significantly greater than the boiling point of the ether, then the relative concentra tion of co-solvent may increase appreciably as the distill lation proceeds. In such a case, a non-uniform precipita tion of magnesium may occur, such that any magnesium dihalide which is present tends to precipitate before organomagnesium is precipitated. Particularly in view of the above discussion, it will be understood that at least three possible types of sup ported magnesium compositions can be obtained. The first type is essentially a reaction product of an or ganomagnesium composition with a carrier having OH functionalities which are reactive with this organomag nesium composition. This product would contain essen tially no precipitated organomagnesium composition. 
 40 Examples of such reaction products are given in the 
 may be in the form of dihalomagnesium, the amount of 45 this non-soluble dihalomagnesium being essentially equivalent to an amount of dialkylmagnesium remaining 
 soluble in the solvent/co-solvent mixture. It is noted that if the organomagnesium compound is only sparingly soluble, e.g., to the extent of even l per cent or less, reactive organomagnesium which is con sumed by reactive sites on the carrier will be replaced by further dissolution of undissolved organomagnesium by a mass action effect. Another example of a means of impregnating is to slurry the carrier in a Lewis base solvent such as an ether and to add a solution of organomagnesium in ether to this slurry, the addition of organomagnesi 
 um/ether solution to ether or co-solvent/carrier slurry may take place as a gradual continuous dropwise addi tion while the liquid medium of the slurry is maintained under reflux conditions. Upon such addition, dissolved organomagnesium composition may react with the car rier at the site of reactive OH groups, if any, appearing on the available surface area of the carrier. Such a reac tion may be demonstrated with respect to ethylmag 
 nesium chloride as follows: 50 
 55 
 65 aforementioned Stevens et al U.S. Pat. No. 3,787,384 
 and Strobel et al U.S. Pat. No. 4,148,754. A second type of product is essentially an or ganomagnesium composition supported on a carrier. This product would contain essentially no reaction product of organomagnesium with the carrier. Such a product could result when an organomagnesium com position is precipitated onto a carrier having essentially no OH functionalities reactive with the organomag nesium composition. A third type of product contains both reacted or ganomagnesium composition and precipitated or ganomagnesium composition. Such a product could result when an excess of organomagnesium is precipi tated in the presence of a carrier containing reactive OH 
 functionalities. Accordingly, magnesium may be incorporated onto a 
 carrier in either an unreacted form or in a reacted form, this reaction taking place between reactive hydroxyl groups of the carrier and an organomagnesium compo sition. The molar ratio of organomagnesium composi tion used to impregnate the carrier with respect to the hydroxyl groups of the carrier may be, e.g., from about 0.5 to about 3. When an excess of organomagnesium is used, this ratio may be, e.g., from about 1.1 to about 2.5. Whether magnesium is in the form of a reaction prod 
 uct with the carrier or in the form of a non-reacted precipitate, it is noted that this supported magnesium "
